Year,Area_Type,State_UT,Crime_Category,Crime_Subcategory,Victim_Gender,Victim_Age_Group,Cases_Reported,Cases_Solved,Cases_Pending,Cases_Investigated,Cases_Not_Investigated
2010,Urban,Andhra Pradesh,Other Crimes,Fraud,Female,60+,715,621,94,642,73
2007,Urban,Kerala,Crime Against Men,Murder,Female,18-30,5463,5130,333,5216,247
2009,Urban,Telangana,Crime Against Men,Extortion,Male,60+,9064,6186,2878,7721,1343
2005,Urban,Andhra Pradesh,Crime Against Children,Trafficking,Female,13-17,7583,3710,3873,6091,1492
2008,Rural,Manipur,Crime Against Women,Dowry Deaths,Female,0-12,271,187,84,204,67
2002,Rural,Tamil Nadu,Crime Against Women,Domestic Violence,Male,60+,8202,4294,3908,5867,2335
2003,Rural,Assam,Crime Against Women,Rape,Male,18-30,190,46,144,68,122
2008,Rural,Rajasthan,Crime Against Women,Dowry Deaths,Male,18-30,9417,3329,6088,6168,3249
2009,Rural,Punjab,Crime Against Men,Extortion,Female,46-60,5160,4733,427,4807,353
2010,Urban,Andhra Pradesh,Property Crime,Burglary,Male,60+,3662,661,3001,2603,1059
2001,Rural,Andhra Pradesh,Crime Against Women,Rape,Male,46-60,2868,1577,1291,2515,353
2004,Rural,Uttar Pradesh,Crime Against Children,Kidnapping,Female,46-60,3206,106,3100,2265,941
2006,Urban,Madhya Pradesh,Crime Against Women,Rape,Male,13-17,8158,1446,6712,2648,5510
2001,Urban,Tripura,Property Crime,Vandalism,Male,31-45,7465,3812,3653,6643,822
2004,Rural,Himachal Pradesh,Crime Against Men,Assault,Male,31-45,7461,2997,4464,6382,1079
2003,Urban,Uttarakhand,Crime Against Women,Dowry Deaths,Male,13-17,3809,2451,1358,2936,873
2008,Rural,Uttar Pradesh,Property Crime,Burglary,Female,46-60,5565,4197,1368,5391,174
2001,Rural,Karnataka,Other Crimes,Fraud,Female,13-17,7234,1763,5471,5968,1266
2001,Rural,Chhattisgarh,Crime Against Men,Assault,Female,13-17,2148,1605,543,1697,451
2003,Rural,Arunachal Pradesh,Other Crimes,Drug Offense,Male,46-60,2301,669,1632,1524,777
2007,Rural,Goa,Crime Against Women,Molestation,Male,46-60,6450,6048,402,6210,240
2002,Rural,Uttarakhand,Crime Against Children,Child Labor,Female,0-12,8950,3713,5237,3839,5111
2002,Rural,Arunachal Pradesh,Crime Against Men,Assault,Male,0-12,2063,664,1399,1333,730
2006,Urban,Chhattisgarh,Crime Against Men,Extortion,Female,31-45,4625,3071,1554,4159,466
2005,Rural,Meghalaya,Crime Against Men,Robbery,Male,18-30,3229,573,2656,2082,1147
2006,Rural,Himachal Pradesh,Crime Against Men,Assault,Female,13-17,7864,1230,6634,1773,6091
2004,Rural,Madhya Pradesh,Crime Against Men,Extortion,Male,18-30,6145,900,5245,5388,757
2002,Rural,Himachal Pradesh,Crime Against Children,Child Labor,Female,13-17,9235,7299,1936,7745,1490
2006,Rural,Haryana,Crime Against Men,Assault,Female,0-12,8785,6030,2755,7464,1321
2009,Urban,Madhya Pradesh,Other Crimes,Corruption,Female,60+,1763,1316,447,1324,439
2010,Urban,Punjab,Crime Against Men,Assault,Male,60+,5187,1807,3380,4877,310
2009,Rural,Jammu & Kashmir,Crime Against Children,Child Abuse,Male,13-17,492,26,466,304,188
2003,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Female,60+,9784,4550,5234,5479,4305
2006,Rural,Tripura,Property Crime,Theft,Male,18-30,603,242,361,552,51
2007,Rural,Uttar Pradesh,Property Crime,Vandalism,Female,60+,9294,6844,2450,8841,453
2010,Urban,Haryana,Crime Against Men,Extortion,Male,31-45,9931,8867,1064,9272,659
2003,Rural,Madhya Pradesh,Crime Against Men,Assault,Male,31-45,3249,2209,1040,2846,403
2002,Rural,Bihar,Crime Against Men,Murder,Female,0-12,7112,5148,1964,5666,1446
2010,Urban,Uttarakhand,Crime Against Women,Dowry Deaths,Female,18-30,5361,4086,1275,4675,686
2003,Rural,Gujarat,Other Crimes,Fraud,Female,0-12,5237,1112,4125,3544,1693
2002,Rural,Goa,Other Crimes,Fraud,Male,13-17,910,157,753,693,217
2001,Urban,Rajasthan,Crime Against Children,Kidnapping,Female,18-30,8299,1824,6475,2346,5953
2006,Rural,Himachal Pradesh,Crime Against Children,Child Abuse,Male,13-17,6619,5084,1535,5649,970
2006,Urban,Andhra Pradesh,Crime Against Children,Kidnapping,Female,13-17,7344,3060,4284,4475,2869
2004,Rural,Arunachal Pradesh,Crime Against Women,Rape,Female,60+,3437,1640,1797,3177,260
2005,Rural,Telangana,Crime Against Women,Domestic Violence,Male,60+,3990,3801,189,3903,87
2006,Urban,Himachal Pradesh,Crime Against Women,Dowry Deaths,Male,46-60,9177,6545,2632,7363,1814
2001,Rural,Tamil Nadu,Crime Against Women,Dowry Deaths,Male,18-30,467,323,144,370,97
2008,Urban,Goa,Property Crime,Theft,Female,31-45,253,243,10,248,5
2007,Rural,Delhi,Other Crimes,Drug Offense,Male,46-60,9690,1719,7971,4744,4946
2003,Urban,Goa,Other Crimes,Corruption,Male,31-45,9445,1508,7937,7834,1611
2004,Rural,Jharkhand,Crime Against Women,Domestic Violence,Female,0-12,8191,344,7847,1948,6243
2006,Rural,Tamil Nadu,Crime Against Women,Rape,Female,18-30,480,21,459,292,188
2003,Urban,Arunachal Pradesh,Crime Against Men,Extortion,Male,31-45,2433,1220,1213,1242,1191
2004,Urban,Tripura,Property Crime,Theft,Male,46-60,1164,718,446,1022,142
2004,Rural,Telangana,Crime Against Children,Child Abuse,Male,46-60,239,112,127,151,88
2006,Urban,Meghalaya,Crime Against Children,Child Labor,Female,0-12,2655,1843,812,2450,205
2007,Urban,Odisha,Crime Against Women,Molestation,Male,60+,9830,8998,832,9097,733
2005,Urban,Madhya Pradesh,Other Crimes,Cyber Crime,Female,13-17,4313,3910,403,3918,395
2008,Urban,Arunachal Pradesh,Property Crime,Vandalism,Male,60+,531,42,489,51,480
2006,Rural,Arunachal Pradesh,Crime Against Children,Child Abuse,Female,13-17,5974,394,5580,2157,3817
2003,Rural,Meghalaya,Property Crime,Theft,Female,60+,8835,4669,4166,6664,2171
2004,Urban,Manipur,Crime Against Women,Molestation,Female,18-30,662,249,413,635,27
2009,Urban,Uttar Pradesh,Crime Against Women,Rape,Male,46-60,8536,5303,3233,5980,2556
2003,Urban,Tamil Nadu,Crime Against Women,Molestation,Male,0-12,573,59,514,425,148
2005,Urban,Haryana,Crime Against Children,Child Abuse,Female,13-17,2142,1718,424,2119,23
2010,Urban,Maharashtra,Crime Against Women,Rape,Male,0-12,7406,3930,3476,5123,2283
2008,Rural,Meghalaya,Crime Against Children,Child Labor,Female,31-45,2012,1355,657,1442,570
2001,Rural,West Bengal,Crime Against Children,Trafficking,Female,31-45,8260,426,7834,3338,4922
2007,Urban,Uttar Pradesh,Crime Against Women,Rape,Female,0-12,5169,4460,709,4765,404
2007,Rural,Jammu & Kashmir,Other Crimes,Fraud,Female,13-17,2967,593,2374,1156,1811
2008,Rural,Manipur,Property Crime,Vandalism,Male,18-30,1347,39,1308,558,789
2009,Rural,Jammu & Kashmir,Crime Against Children,Kidnapping,Male,60+,143,2,141,70,73
2004,Urban,Rajasthan,Property Crime,Arson,Male,46-60,5539,2073,3466,3633,1906
2005,Urban,Odisha,Crime Against Men,Murder,Female,31-45,9128,2570,6558,4953,4175
2002,Rural,Manipur,Crime Against Men,Assault,Male,46-60,9027,4371,4656,5025,4002
2005,Urban,Delhi,Property Crime,Burglary,Male,31-45,8541,8199,342,8314,227
2002,Rural,Goa,Crime Against Men,Extortion,Male,60+,2279,162,2117,788,1491
2008,Rural,Meghalaya,Property Crime,Vandalism,Female,31-45,9377,2181,7196,8677,700
2007,Urban,Bihar,Crime Against Children,Trafficking,Male,60+,2093,1595,498,1790,303
2004,Urban,Mizoram,Property Crime,Vandalism,Male,13-17,3179,2156,1023,3006,173
2006,Rural,Chhattisgarh,Crime Against Men,Robbery,Male,46-60,488,200,288,365,123
2002,Rural,Uttar Pradesh,Crime Against Men,Robbery,Male,13-17,6580,2724,3856,3910,2670
2009,Urban,Andhra Pradesh,Crime Against Men,Murder,Female,60+,6258,736,5522,5249,1009
2005,Rural,Mizoram,Crime Against Women,Domestic Violence,Female,18-30,6967,410,6557,864,6103
2003,Urban,Tripura,Crime Against Men,Murder,Female,13-17,6303,1363,4940,5094,1209
2008,Rural,Telangana,Crime Against Women,Dowry Deaths,Male,31-45,2194,1272,922,1490,704
2005,Urban,Kerala,Crime Against Men,Assault,Male,31-45,1420,1402,18,1404,16
2009,Rural,Manipur,Crime Against Children,Child Labor,Female,13-17,2120,867,1253,1110,1010
2009,Urban,Maharashtra,Crime Against Men,Murder,Female,46-60,2698,320,2378,1883,815
2002,Rural,Assam,Other Crimes,Drug Offense,Female,13-17,4547,1698,2849,2632,1915
2002,Rural,Kerala,Property Crime,Burglary,Female,46-60,6461,5531,930,6098,363
2003,Rural,Uttarakhand,Crime Against Men,Extortion,Male,60+,5708,2947,2761,5695,13
2005,Rural,Jammu & Kashmir,Crime Against Children,Child Labor,Male,60+,7725,3933,3792,5545,2180
2005,Rural,Gujarat,Crime Against Women,Dowry Deaths,Male,60+,463,260,203,387,76
2008,Rural,Telangana,Other Crimes,Corruption,Female,46-60,9055,6609,2446,7466,1589
2001,Urban,Nagaland,Crime Against Women,Molestation,Male,13-17,4482,3385,1097,4453,29
2003,Urban,West Bengal,Crime Against Children,Child Labor,Female,0-12,8988,7497,1491,8459,529
2006,Urban,Jharkhand,Property Crime,Vandalism,Male,18-30,1947,576,1371,1404,543
2001,Rural,Bihar,Crime Against Men,Robbery,Female,13-17,813,174,639,804,9
2005,Urban,Meghalaya,Crime Against Children,Child Labor,Female,0-12,3453,1126,2327,1219,2234
2003,Rural,Arunachal Pradesh,Other Crimes,Corruption,Female,46-60,964,833,131,850,114
2001,Urban,Madhya Pradesh,Crime Against Women,Molestation,Female,60+,9275,2705,6570,4682,4593
2005,Rural,Andhra Pradesh,Crime Against Men,Extortion,Female,31-45,8386,5978,2408,7199,1187
2002,Urban,Telangana,Crime Against Men,Extortion,Female,18-30,9693,5,9688,9284,409
2001,Rural,West Bengal,Crime Against Men,Assault,Female,18-30,8678,4865,3813,5755,2923
2005,Urban,Madhya Pradesh,Property Crime,Theft,Male,46-60,7103,2577,4526,5180,1923
2006,Urban,Madhya Pradesh,Crime Against Women,Rape,Male,13-17,4801,577,4224,2564,2237
2004,Urban,Uttarakhand,Other Crimes,Cyber Crime,Female,13-17,1738,41,1697,594,1144
2008,Rural,Bihar,Crime Against Women,Dowry Deaths,Female,60+,4235,2895,1340,3674,561
2008,Rural,Chhattisgarh,Crime Against Men,Assault,Female,60+,2606,521,2085,2316,290
2008,Rural,Maharashtra,Crime Against Children,Trafficking,Male,31-45,4992,1959,3033,3523,1469
2010,Rural,Meghalaya,Other Crimes,Corruption,Female,13-17,9005,3929,5076,6617,2388
2008,Rural,Telangana,Crime Against Men,Extortion,Male,13-17,2375,399,1976,945,1430
2005,Urban,Nagaland,Crime Against Women,Domestic Violence,Male,18-30,6524,1136,5388,5706,818
2007,Urban,Nagaland,Other Crimes,Corruption,Female,18-30,8255,1751,6504,2645,5610
2008,Urban,Meghalaya,Crime Against Men,Murder,Male,13-17,239,22,217,41,198
2005,Urban,Uttarakhand,Other Crimes,Drug Offense,Female,60+,1052,802,250,848,204
2003,Rural,Uttar Pradesh,Crime Against Women,Dowry Deaths,Male,13-17,9742,9616,126,9689,53
2003,Rural,Punjab,Other Crimes,Drug Offense,Female,13-17,684,661,23,680,4
2002,Rural,Andhra Pradesh,Property Crime,Burglary,Male,0-12,1956,169,1787,1866,90
2004,Urban,Jharkhand,Property Crime,Vandalism,Male,0-12,8205,825,7380,1750,6455
2008,Urban,Himachal Pradesh,Other Crimes,Cyber Crime,Male,13-17,3560,2284,1276,2990,570
2009,Rural,Kerala,Crime Against Men,Robbery,Male,0-12,7165,3147,4018,5651,1514
2002,Rural,Odisha,Other Crimes,Fraud,Female,46-60,8498,335,8163,5518,2980
2001,Rural,Tripura,Other Crimes,Drug Offense,Female,46-60,3607,2848,759,2904,703
2006,Rural,Sikkim,Crime Against Men,Extortion,Female,13-17,4009,2128,1881,3613,396
2001,Urban,Chhattisgarh,Crime Against Women,Molestation,Female,18-30,7839,5950,1889,6226,1613
2010,Rural,Uttar Pradesh,Crime Against Men,Murder,Male,46-60,5176,2292,2884,4365,811
2006,Urban,Nagaland,Other Crimes,Cyber Crime,Male,46-60,3908,1359,2549,3054,854
2003,Rural,Kerala,Crime Against Women,Dowry Deaths,Female,13-17,7214,5493,1721,5850,1364
2009,Urban,Himachal Pradesh,Property Crime,Vandalism,Male,18-30,4725,1796,2929,4612,113
2005,Rural,Madhya Pradesh,Crime Against Men,Extortion,Male,46-60,4698,2093,2605,2447,2251
2008,Urban,Manipur,Property Crime,Arson,Female,13-17,3002,1251,1751,2429,573
2003,Rural,Tamil Nadu,Property Crime,Arson,Male,0-12,1520,1198,322,1445,75
2003,Rural,Haryana,Other Crimes,Drug Offense,Female,18-30,758,371,387,428,330
2007,Urban,Delhi,Other Crimes,Fraud,Male,31-45,6926,1515,5411,4222,2704
2001,Rural,Odisha,Crime Against Children,Trafficking,Male,46-60,1494,1033,461,1245,249
2005,Urban,Maharashtra,Crime Against Children,Child Abuse,Male,46-60,8803,1586,7217,4555,4248
2005,Urban,Odisha,Crime Against Children,Kidnapping,Male,31-45,4817,3294,1523,4361,456
2003,Urban,Assam,Property Crime,Vandalism,Female,18-30,5733,1350,4383,4357,1376
2005,Urban,Uttar Pradesh,Property Crime,Vandalism,Male,13-17,6005,4064,1941,5994,11
2004,Rural,Telangana,Property Crime,Burglary,Female,18-30,5927,5587,340,5730,197
2005,Rural,Manipur,Crime Against Women,Rape,Female,18-30,7367,1576,5791,2822,4545
2003,Rural,West Bengal,Crime Against Men,Assault,Female,0-12,5610,4341,1269,4727,883
2003,Urban,Telangana,Crime Against Men,Extortion,Female,60+,5008,2514,2494,4351,657
2004,Rural,Tripura,Crime Against Women,Rape,Male,18-30,3232,1427,1805,2866,366
2010,Rural,Tamil Nadu,Other Crimes,Fraud,Female,60+,627,538,89,576,51
2010,Rural,Andhra Pradesh,Crime Against Children,Child Labor,Female,31-45,5493,3272,2221,5083,410
2006,Urban,Uttar Pradesh,Property Crime,Burglary,Male,31-45,4494,1757,2737,3498,996
2009,Rural,Andhra Pradesh,Other Crimes,Corruption,Female,13-17,2709,2642,67,2677,32
2009,Rural,Sikkim,Crime Against Women,Dowry Deaths,Male,46-60,9193,246,8947,827,8366
2005,Urban,West Bengal,Crime Against Men,Extortion,Female,46-60,52,44,8,47,5
2007,Rural,Mizoram,Crime Against Women,Molestation,Male,0-12,4084,1748,2336,2883,1201
2006,Urban,Meghalaya,Crime Against Women,Molestation,Female,46-60,8474,4016,4458,6794,1680
2002,Urban,Delhi,Crime Against Men,Assault,Female,46-60,2322,1495,827,2018,304
2004,Urban,Madhya Pradesh,Crime Against Women,Rape,Female,60+,363,134,229,150,213
2010,Rural,Telangana,Other Crimes,Cyber Crime,Female,31-45,4195,4171,24,4189,6
2010,Rural,Jharkhand,Other Crimes,Fraud,Female,0-12,8971,5010,3961,5539,3432
2005,Urban,Nagaland,Other Crimes,Corruption,Male,46-60,8150,6735,1415,7215,935
2001,Rural,Bihar,Crime Against Women,Domestic Violence,Male,60+,5333,3903,1430,5190,143
2006,Urban,Chhattisgarh,Crime Against Men,Extortion,Male,60+,6078,2059,4019,4848,1230
2005,Urban,Haryana,Other Crimes,Cyber Crime,Male,46-60,8064,3779,4285,6110,1954
2009,Urban,Karnataka,Other Crimes,Fraud,Female,46-60,3588,1103,2485,2800,788
2003,Urban,Himachal Pradesh,Crime Against Women,Dowry Deaths,Male,18-30,870,390,480,794,76
2007,Rural,Andhra Pradesh,Crime Against Children,Kidnapping,Female,46-60,7055,1678,5377,3124,3931
2003,Urban,Sikkim,Property Crime,Burglary,Male,60+,2974,305,2669,1329,1645
2005,Urban,Mizoram,Other Crimes,Drug Offense,Male,31-45,9896,6879,3017,8521,1375
2003,Urban,Uttar Pradesh,Crime Against Men,Assault,Male,0-12,3982,3204,778,3888,94
2010,Rural,Mizoram,Other Crimes,Drug Offense,Female,0-12,3082,675,2407,2539,543
2010,Urban,Kerala,Property Crime,Burglary,Female,18-30,5826,4455,1371,5391,435
2006,Urban,Gujarat,Crime Against Women,Rape,Male,60+,5336,1500,3836,4776,560
2010,Rural,Gujarat,Property Crime,Vandalism,Female,0-12,9552,8354,1198,8712,840
2008,Urban,Goa,Other Crimes,Drug Offense,Female,18-30,7286,296,6990,3367,3919
2004,Rural,Madhya Pradesh,Property Crime,Burglary,Female,0-12,262,31,231,36,226
2010,Rural,Madhya Pradesh,Crime Against Children,Kidnapping,Male,13-17,1836,1011,825,1420,416
2010,Urban,Assam,Crime Against Children,Child Labor,Male,0-12,98,58,40,61,37
2009,Urban,Madhya Pradesh,Crime Against Children,Child Abuse,Male,46-60,4636,1097,3539,1418,3218
2005,Urban,Jammu & Kashmir,Crime Against Children,Kidnapping,Male,0-12,1686,299,1387,531,1155
2005,Rural,Himachal Pradesh,Property Crime,Theft,Female,0-12,3342,2793,549,3105,237
2005,Urban,Chhattisgarh,Property Crime,Theft,Female,60+,6602,4679,1923,4747,1855
2001,Rural,Odisha,Crime Against Women,Dowry Deaths,Female,0-12,9923,8555,1368,8827,1096
2005,Rural,Mizoram,Other Crimes,Drug Offense,Male,18-30,5392,2289,3103,2333,3059
2007,Urban,Andhra Pradesh,Crime Against Women,Molestation,Male,13-17,7879,5656,2223,6473,1406
2001,Rural,Punjab,Crime Against Children,Child Abuse,Male,0-12,9750,1081,8669,3203,6547
2008,Rural,Goa,Other Crimes,Cyber Crime,Male,18-30,8132,1159,6973,6791,1341
2003,Rural,Kerala,Crime Against Men,Robbery,Male,31-45,2617,1213,1404,1287,1330
2005,Rural,Telangana,Crime Against Men,Extortion,Female,18-30,6607,1705,4902,2519,4088
2001,Rural,Telangana,Crime Against Men,Murder,Female,46-60,6640,4780,1860,5807,833
2001,Rural,Punjab,Crime Against Women,Rape,Female,60+,285,22,263,80,205
2009,Urban,Telangana,Other Crimes,Drug Offense,Male,46-60,72,25,47,37,35
2007,Urban,West Bengal,Crime Against Children,Kidnapping,Male,13-17,2893,789,2104,1580,1313
2008,Urban,Karnataka,Crime Against Men,Assault,Male,18-30,4294,3226,1068,4183,111
2001,Urban,Uttarakhand,Property Crime,Burglary,Male,18-30,983,788,195,877,106
2003,Rural,Bihar,Other Crimes,Fraud,Male,18-30,7553,3672,3881,7027,526
2004,Urban,Karnataka,Crime Against Children,Child Labor,Male,0-12,4602,4410,192,4447,155
2006,Rural,Chhattisgarh,Crime Against Men,Murder,Male,0-12,7484,532,6952,2310,5174
2003,Urban,Himachal Pradesh,Crime Against Men,Murder,Male,31-45,2266,1208,1058,1568,698
2007,Rural,Nagaland,Property Crime,Theft,Male,13-17,752,673,79,732,20
2008,Rural,Karnataka,Property Crime,Theft,Male,46-60,7736,7524,212,7680,56
2005,Rural,Madhya Pradesh,Crime Against Men,Robbery,Male,31-45,2203,371,1832,567,1636
2003,Urban,Punjab,Other Crimes,Corruption,Female,0-12,9897,4267,5630,6417,3480
2010,Rural,Nagaland,Crime Against Women,Rape,Female,13-17,4427,2695,1732,4159,268
2004,Rural,Goa,Crime Against Children,Child Abuse,Female,60+,2129,98,2031,412,1717
2007,Urban,Uttarakhand,Crime Against Children,Kidnapping,Female,31-45,549,155,394,514,35
2008,Urban,Arunachal Pradesh,Crime Against Men,Assault,Male,31-45,3826,542,3284,3501,325
2005,Urban,Sikkim,Crime Against Men,Assault,Male,60+,7164,2971,4193,7131,33
2009,Rural,Meghalaya,Crime Against Men,Extortion,Male,18-30,7768,2232,5536,7149,619
2003,Urban,Meghalaya,Crime Against Children,Trafficking,Female,60+,9737,2929,6808,8598,1139
2001,Urban,Tamil Nadu,Crime Against Men,Extortion,Male,13-17,4930,2172,2758,4585,345
2007,Rural,Punjab,Other Crimes,Cyber Crime,Male,60+,8132,963,7169,2075,6057
2001,Urban,Odisha,Property Crime,Arson,Female,46-60,7441,4215,3226,7402,39
2003,Rural,Sikkim,Crime Against Women,Dowry Deaths,Male,13-17,276,191,85,240,36
2003,Urban,Sikkim,Other Crimes,Drug Offense,Female,0-12,137,112,25,136,1
2003,Urban,Madhya Pradesh,Crime Against Men,Extortion,Female,13-17,2829,590,2239,662,2167
2007,Rural,Sikkim,Crime Against Men,Assault,Male,31-45,2864,1699,1165,2511,353
2004,Rural,Sikkim,Crime Against Women,Domestic Violence,Female,46-60,3889,3119,770,3225,664
2010,Rural,Telangana,Crime Against Women,Domestic Violence,Female,18-30,3682,111,3571,3503,179
2010,Rural,Bihar,Crime Against Women,Rape,Female,46-60,9432,4357,5075,4594,4838
2006,Rural,Nagaland,Crime Against Children,Child Labor,Male,0-12,7200,462,6738,4187,3013
2005,Urban,Kerala,Crime Against Men,Extortion,Female,13-17,6203,5209,994,5749,454
2005,Rural,Delhi,Property Crime,Theft,Male,60+,2199,1601,598,1646,553
2004,Rural,Punjab,Crime Against Men,Assault,Female,18-30,5926,622,5304,1244,4682
2007,Rural,Bihar,Other Crimes,Cyber Crime,Male,13-17,700,583,117,628,72
2006,Rural,Delhi,Crime Against Children,Child Labor,Male,13-17,3048,1112,1936,2637,411
2002,Urban,Mizoram,Property Crime,Burglary,Female,13-17,3117,1522,1595,2369,748
2007,Urban,Chhattisgarh,Crime Against Men,Robbery,Female,60+,9586,2749,6837,8900,686
2007,Urban,Assam,Crime Against Women,Molestation,Female,13-17,7477,3105,4372,5563,1914
2004,Urban,Goa,Other Crimes,Corruption,Male,18-30,443,108,335,217,226
2008,Rural,Haryana,Crime Against Women,Domestic Violence,Female,18-30,3179,2671,508,3060,119
2001,Rural,Himachal Pradesh,Other Crimes,Fraud,Male,13-17,1837,364,1473,470,1367
2001,Rural,Himachal Pradesh,Other Crimes,Corruption,Female,60+,1595,440,1155,712,883
2002,Rural,Odisha,Property Crime,Burglary,Female,0-12,3585,1376,2209,2970,615
2007,Rural,Jharkhand,Crime Against Women,Domestic Violence,Female,0-12,7508,6052,1456,7456,52
2005,Urban,Kerala,Other Crimes,Drug Offense,Male,0-12,3527,496,3031,770,2757
2006,Rural,Punjab,Crime Against Women,Molestation,Female,31-45,2363,157,2206,1239,1124
2008,Rural,Nagaland,Crime Against Men,Murder,Male,18-30,7290,3586,3704,4773,2517
2005,Urban,Tripura,Crime Against Women,Molestation,Male,18-30,2792,1713,1079,1866,926
2004,Rural,Rajasthan,Crime Against Children,Kidnapping,Female,0-12,7875,3018,4857,5268,2607
2002,Urban,Madhya Pradesh,Property Crime,Burglary,Female,46-60,5130,5125,5,5125,5
2001,Rural,Telangana,Crime Against Children,Kidnapping,Male,46-60,464,266,198,397,67
2006,Urban,Jammu & Kashmir,Crime Against Men,Murder,Male,0-12,238,110,128,156,82
2010,Rural,Jammu & Kashmir,Crime Against Men,Extortion,Male,46-60,3426,561,2865,924,2502
2006,Urban,Kerala,Crime Against Children,Child Abuse,Male,0-12,8789,8702,87,8746,43
2004,Urban,Madhya Pradesh,Crime Against Children,Trafficking,Male,18-30,6124,5511,613,6061,63
